rxcui,who_check,who_note
801000,GAP,"resolver status L4_ONLY"
206352,UNCONFIRMED,"no WHO snapshot for these L4s"
308664,UNCONFIRMED,"no WHO snapshot for these L4s"
994008,UNCONFIRMED,"no WHO snapshot for these L4s"
646344,GAP,"resolver status L4_ONLY"
800988,GAP,"resolver status L4_ONLY"
308508,UNCONFIRMED,"no WHO snapshot for these L4s"
308892,UNCONFIRMED,"no WHO snapshot for these L4s"
836268,GAP,"resolver status L4_ONLY"
211968,GAP,"resolver status RETIRED_NO_REMAP"
855660,UNCONFIRMED,"no WHO snapshot for these L4s"
1009392,GAP,"resolver status L4_ONLY"
404172,GAP,"resolver status L4_ONLY"
1020420,GAP,"resolver status L4_ONLY"
313884,UNCONFIRMED,"no WHO snapshot for these L4s"
1088604,GAP,"no L5 codes"
213372,UNCONFIRMED,"no WHO snapshot for these L4s"
477180,GAP,"no L5 codes"
1049880,UNCONFIRMED,"no WHO snapshot for these L4s"
2173716,UNCONFIRMED,"no WHO snapshot for these L4s"
543372,UNCONFIRMED,"no WHO snapshot for these L4s"
1000872,UNCONFIRMED,"no WHO snapshot for these L4s"
207360,UNCONFIRMED,"no WHO snapshot for these L4s"
197580,UNCONFIRMED,"no WHO snapshot for these L4s"
1541268,UNCONFIRMED,"no WHO snapshot for these L4s"
197724,UNCONFIRMED,"no WHO snapshot for these L4s"
904788,UNCONFIRMED,"no WHO snapshot for these L4s"
348804,UNCONFIRMED,"no WHO snapshot for these L4s"
2003712,UNCONFIRMED,"no WHO snapshot for these L4s"
198996,UNCONFIRMED,"no WHO snapshot for these L4s"
749184,UNCONFIRMED,"no WHO snapshot for these L4s"
199308,UNCONFIRMED,"no WHO snapshot for these L4s"
313644,GAP,"resolver status RETIRED_NO_REMAP"
608844,UNCONFIRMED,"no WHO snapshot for these L4s"
857772,UNCONFIRMED,"no WHO snapshot for these L4s"
284544,UNCONFIRMED,"no WHO snapshot for these L4s"
1000500,GAP,"resolver status L4_ONLY"
315120,UNCONFIRMED,"no WHO snapshot for these L4s"
237792,GAP,"resolver status RETIRED_NO_REMAP"
1101840,UNCONFIRMED,"no WHO snapshot for these L4s"
1737636,UNCONFIRMED,"no WHO snapshot for these L4s"
1192980,UNCONFIRMED,"no WHO snapshot for these L4s"
1716036,GAP,"resolver status L4_ONLY"
1796460,GAP,"resolver status L4_ONLY"
205848,UNCONFIRMED,"no WHO snapshot for these L4s"
858900,UNCONFIRMED,"no WHO snapshot for these L4s"
1044936,GAP,"no L5 codes"
1251612,GAP,"resolver status RETIRED_NO_REMAP"
1297956,UNCONFIRMED,"no WHO snapshot for these L4s"
1314768,UNCONFIRMED,"no WHO snapshot for these L4s"
1244508,GAP,"resolver status RETIRED_NO_REMAP"
1945212,GAP,"resolver status L4_ONLY"
1363788,UNCONFIRMED,"no WHO snapshot for these L4s"
1366116,UNCONFIRMED,"no WHO snapshot for these L4s"
198204,GAP,"resolver status L4_ONLY"
1251276,UNCONFIRMED,"no WHO snapshot for these L4s"
1432488,GAP,"resolver status L4_ONLY"
1360440,CONFIRMED,"L4 in WHO snapshot"
1421616,GAP,"resolver status L4_ONLY"
1545036,UNCONFIRMED,"no WHO snapshot for these L4s"
708180,GAP,"resolver status RETIRED_NO_REMAP"
896976,GAP,"resolver status L4_ONLY"
995064,GAP,"resolver status L4_ONLY"
311364,UNCONFIRMED,"no WHO snapshot for these L4s"
308844,GAP,"resolver status RETIRED_NO_REMAP"
315096,GAP,"resolver status L4_ONLY"
2167800,UNCONFIRMED,"no WHO snapshot for these L4s"
2183700,GAP,"resolver status L4_ONLY"
1115016,UNCONFIRMED,"no WHO snapshot for these L4s"
1049568,UNCONFIRMED,"no WHO snapshot for these L4s"
213540,UNCONFIRMED,"no WHO snapshot for these L4s"
857748,UNCONFIRMED,"no WHO snapshot for these L4s"
2174532,UNCONFIRMED,"no WHO snapshot for these L4s"
1115304,GAP,"resolver status L4_ONLY"
1085700,UNCONFIRMED,"no WHO snapshot for these L4s"
5640,UNCONFIRMED,"no WHO snapshot for these L4s"
1236048,GAP,"resolver status L4_ONLY"
604020,UNCONFIRMED,"no WHO snapshot for these L4s"
1006116,UNCONFIRMED,"no WHO snapshot for these L4s"
1012764,UNCONFIRMED,"no WHO snapshot for these L4s"
240984,CONFIRMED,"L4 in WHO snapshot"
1547928,UNCONFIRMED,"no WHO snapshot for these L4s"
1875468,UNCONFIRMED,"no WHO snapshot for these L4s"
1608264,UNCONFIRMED,"no WHO snapshot for these L4s"
1595292,GAP,"resolver status L4_ONLY"
748368,GAP,"resolver status RETIRED_NO_REMAP"
310680,UNCONFIRMED,"no WHO snapshot for these L4s"
759696,UNCONFIRMED,"no WHO snapshot for these L4s"
753396,UNCONFIRMED,"no WHO snapshot for these L4s"
790884,UNCONFIRMED,"no WHO snapshot for these L4s"
348624,UNCONFIRMED,"no WHO snapshot for these L4s"
686868,UNCONFIRMED,"no WHO snapshot for these L4s"
1090824,GAP,"resolver status L4_ONLY"
995940,GAP,"resolver status L4_ONLY"
310212,GAP,"no L5 codes"
2122764,GAP,"resolver status RETIRED_NO_REMAP"
2174520,UNCONFIRMED,"no WHO snapshot for these L4s"
1012224,UNCONFIRMED,"no WHO snapshot for these L4s"
1052928,GAP,"resolver status L4_ONLY"
1085748,UNCONFIRMED,"no WHO snapshot for these L4s"
404508,UNCONFIRMED,"no WHO snapshot for these L4s"
2107764,UNCONFIRMED,"no WHO snapshot for these L4s"
2109948,GAP,"no L5 codes"
1111836,GAP,"resolver status RETIRED_NO_REMAP"
413424,UNCONFIRMED,"no WHO snapshot for these L4s"
1193292,GAP,"resolver status L4_ONLY"
1115928,UNCONFIRMED,"no WHO snapshot for these L4s"
1189152,GAP,"resolver status L4_ONLY"
541836,GAP,"resolver status RETIRED_NO_REMAP"
1791408,UNCONFIRMED,"no WHO snapshot for these L4s"
1801704,GAP,"resolver status RETIRED_NO_REMAP"
802716,UNCONFIRMED,"no WHO snapshot for these L4s"
1365984,GAP,"resolver status L4_ONLY"
1542804,GAP,"resolver status L4_ONLY"
1729440,GAP,"no L5 codes"
1307232,GAP,"resolver status RETIRED_NO_REMAP"
1356912,GAP,"resolver status RETIRED_NO_REMAP"
1495092,UNCONFIRMED,"no WHO snapshot for these L4s"
1491000,GAP,"resolver status RETIRED_NO_REMAP"
1489932,UNCONFIRMED,"no WHO snapshot for these L4s"
1550952,GAP,"no L5 codes"
800472,GAP,"resolver status L4_ONLY"
894876,UNCONFIRMED,"no WHO snapshot for these L4s"
198912,UNCONFIRMED,"no WHO snapshot for these L4s"
688704,UNCONFIRMED,"no WHO snapshot for these L4s"
994404,GAP,"resolver status L4_ONLY"
312216,UNCONFIRMED,"no WHO snapshot for these L4s"
203088,UNCONFIRMED,"no WHO snapshot for these L4s"
750264,UNCONFIRMED,"no WHO snapshot for these L4s"
895464,UNCONFIRMED,"no WHO snapshot for these L4s"
205104,GAP,"no L5 codes"
313908,UNCONFIRMED,"no WHO snapshot for these L4s"
1098408,UNCONFIRMED,"no WHO snapshot for these L4s"
1190916,GAP,"resolver status L4_ONLY"
1000680,UNCONFIRMED,"no WHO snapshot for these L4s"
1053192,UNCONFIRMED,"no WHO snapshot for these L4s"
832908,GAP,"resolver status RETIRED_NO_REMAP"
848772,UNCONFIRMED,"no WHO snapshot for these L4s"
858372,UNCONFIRMED,"no WHO snapshot for these L4s"
1010448,UNCONFIRMED,"no WHO snapshot for these L4s"
1042692,GAP,"resolver status L4_ONLY"
1665504,UNCONFIRMED,"no WHO snapshot for these L4s"
1358508,UNCONFIRMED,"no WHO snapshot for these L4s"
1487076,UNCONFIRMED,"no WHO snapshot for these L4s"
1487100,GAP,"resolver status L4_ONLY"
1314672,GAP,"resolver status L4_ONLY"
1245168,CONFIRMED,"L4 in WHO snapshot"
1535364,UNCONFIRMED,"no WHO snapshot for these L4s"
1442520,GAP,"no L5 codes"
308412,UNCONFIRMED,"no WHO snapshot for these L4s"
861072,GAP,"resolver status L4_ONLY"
311448,UNCONFIRMED,"no WHO snapshot for these L4s"
809376,GAP,"no L5 codes"
745284,UNCONFIRMED,"no WHO snapshot for these L4s"
1086840,GAP,"resolver status L4_ONLY"
2002008,GAP,"resolver status L4_ONLY"
308364,GAP,"resolver status RETIRED_NO_REMAP"
311928,UNCONFIRMED,"no WHO snapshot for these L4s"
992784,UNCONFIRMED,"no WHO snapshot for these L4s"
2003664,GAP,"resolver status L4_ONLY"
315156,UNCONFIRMED,"no WHO snapshot for these L4s"
996036,GAP,"resolver status RETIRED_NO_REMAP"
807396,GAP,"resolver status L4_ONLY"
198420,UNCONFIRMED,"no WHO snapshot for these L4s"
999996,CONFIRMED,"L4 in WHO snapshot"
210036,UNCONFIRMED,"no WHO snapshot for these L4s"
1111752,GAP,"resolver status L4_ONLY"
1114356,UNCONFIRMED,"no WHO snapshot for these L4s"
1012152,UNCONFIRMED,"no WHO snapshot for these L4s"
808596,GAP,"resolver status L4_ONLY"
830736,GAP,"resolver status L4_ONLY"
1146876,GAP,"resolver status RETIRED_NO_REMAP"
483444,UNCONFIRMED,"no WHO snapshot for these L4s"
1052616,UNCONFIRMED,"no WHO snapshot for these L4s"
1733892,UNCONFIRMED,"no WHO snapshot for these L4s"
1738596,UNCONFIRMED,"no WHO snapshot for these L4s"
1013040,UNCONFIRMED,"no WHO snapshot for these L4s"
1020132,GAP,"resolver status RETIRED_NO_REMAP"
1043244,GAP,"no L5 codes"
251016,UNCONFIRMED,"no WHO snapshot for these L4s"
484668,UNCONFIRMED,"no WHO snapshot for these L4s"
539676,GAP,"resolver status RETIRED_NO_REMAP"
1872972,UNCONFIRMED,"no WHO snapshot for these L4s"
1314792,CONFIRMED,"L4 in WHO snapshot"
1545144,UNCONFIRMED,"no WHO snapshot for these L4s"
1302636,GAP,"resolver status L4_ONLY"
1537320,GAP,"no L5 codes"
1293468,GAP,"resolver status L4_ONLY"
763548,UNCONFIRMED,"no WHO snapshot for these L4s"
93252,CONFIRMED,"L4 in WHO snapshot"
2001756,UNCONFIRMED,"no WHO snapshot for these L4s"
686892,UNCONFIRMED,"no WHO snapshot for these L4s"
656640,UNCONFIRMED,"no WHO snapshot for these L4s"
749856,UNCONFIRMED,"no WHO snapshot for these L4s"
204768,GAP,"resolver status RETIRED_NO_REMAP"
800808,GAP,"resolver status L4_ONLY"
1092600,UNCONFIRMED,"no WHO snapshot for these L4s"
602424,UNCONFIRMED,"no WHO snapshot for these L4s"
1052760,CONFIRMED,"L4 in WHO snapshot"
809388,GAP,"resolver status RETIRED_NO_REMAP"
861420,UNCONFIRMED,"no WHO snapshot for these L4s"
2048004,GAP,"no L5 codes"
313812,UNCONFIRMED,"no WHO snapshot for these L4s"
1113516,GAP,"no L5 codes"
858780,UNCONFIRMED,"no WHO snapshot for these L4s"
860040,UNCONFIRMED,"no WHO snapshot for these L4s"
1005852,UNCONFIRMED,"no WHO snapshot for these L4s"
1804176,GAP,"resolver status L4_ONLY"
208320,UNCONFIRMED,"no WHO snapshot for these L4s"
1858836,UNCONFIRMED,"no WHO snapshot for these L4s"
1291380,UNCONFIRMED,"no WHO snapshot for these L4s"
1867620,GAP,"resolver status L4_ONLY"
197964,UNCONFIRMED,"no WHO snapshot for these L4s"
1539900,GAP,"resolver status L4_ONLY"
1372896,UNCONFIRMED,"no WHO snapshot for these L4s"
1425912,GAP,"resolver status L4_ONLY"
1250904,UNCONFIRMED,"no WHO snapshot for these L4s"
1605852,GAP,"resolver status L4_ONLY"
647124,GAP,"resolver status RETIRED_NO_REMAP"
861792,UNCONFIRMED,"no WHO snapshot for these L4s"
861588,GAP,"resolver status L4_ONLY"
204420,UNCONFIRMED,"no WHO snapshot for these L4s"
348600,GAP,"resolver status L4_ONLY"
978060,UNCONFIRMED,"no WHO snapshot for these L4s"
749760,UNCONFIRMED,"no WHO snapshot for these L4s"
828252,CONFIRMED,"L4 in WHO snapshot"
210852,UNCONFIRMED,"no WHO snapshot for these L4s"
1012188,UNCONFIRMED,"no WHO snapshot for these L4s"
1013028,UNCONFIRMED,"no WHO snapshot for these L4s"
404640,UNCONFIRMED,"no WHO snapshot for these L4s"
991200,UNCONFIRMED,"no WHO snapshot for these L4s"
308400,UNCONFIRMED,"no WHO snapshot for these L4s"
198888,UNCONFIRMED,"no WHO snapshot for these L4s"
998544,UNCONFIRMED,"no WHO snapshot for these L4s"
477336,UNCONFIRMED,"no WHO snapshot for these L4s"
579948,GAP,"no L5 codes"
