rxcui,drug_name,tty,production,new_final,audit_verdict,audit_recommended
2182351,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution [MINTUSS HC Reformulated Feb 2009],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1049095,benzethonium chloride 1 MG/ML Topical Spray,SCD,D08AJ08|R02AA09,D08AJ08,,
207273,nitroglycerin 0.02 MG/MG Topical Ointment [Nitro-Bid],SBD,C05AE01,C01DA02,,
545122,levofloxacin 15 MG/ML Ophthalmic Solution [Iquix],SBD,J01MA12,S01AE05,,
858777,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [H-C Tussive],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1660761,capsaicin 0.38 MG/ML / menthol 40 MG/ML / methyl salicylate 350 MG/ML Topical Cream,SCD,N01BX04,M02AB01,,
1802555,benzocaine 0.2 MG/MG / menthol 0.026 MG/MG Oral Gel,SCD,C05AD03|D04AB04|R02AD01,R02AD01,,
1807552,1000 ML sodium chloride 4.5 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,IMPROVED,B05XA03
1865199,benzyl alcohol 2.7 MG/ML / zinc chloride 1.5 MG/ML Mucous Membrane Topical Solution,SCD,B05XA12|P03AX06,P03AX06,,
1875237,lidocaine hydrochloride 0.04 MG/MG Topical Gel [Alocane],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
197305,acetic acid 20 MG/ML Otic Solution,SCD,G01AD02|S02AA10,S02AA10,,
1242401,12 HR loratadine 5 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Alavert D],SBD,R01BA02|R06AX13,R01BA02,,
1245389,calcium carbonate 298 MG / magnesium chloride 596 MG Delayed Release Oral Tablet [Slow-Mag Reformulated Feb 2012],SBD,A12AA04|A12CC01,A12CC01,,
1246586,{1 (30000 MG) (hydrocortisone 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream) / 6 (pramoxine hydrochloride 10 MG/ML Medicated Pad) } Pack,GPCK,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01|D04AB07,,
1250478,diphenhydramine hydrochloride 10 MG/ML / phenol 14 MG/ML Topical Solution [Dermagesic Itch Relief],SBD,D04AA32|D08AE03|R06AA02,D04AA32|D08AE03,,
1299682,300 ACTUAT isoproterenol hydrochloride 0.131 MG/ACTUAT Metered Dose Inhaler,SCD,C01CA02|R03AB02|R03CB01,R03AB02|R03CB01,,
1359127,{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack,GPCK,G03CA03|G03CA53,G03FA01,,
1374385,dexamethasone sodium phosphate 4 MG/ML Injectable Solution [Dexasone],SBD,H02AB02|S01BA01,H02AB02,,
1439968,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch [eLenza Patch],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1442848,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML Topical Cream [Dermasorb AF],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02|D08AH30,,
1484895,coal tar 20 MG/ML / menthol 10 MG/ML / salicylic acid 30 MG/ML Medicated Shampoo [Pharmasal],SBD,D01AE12|N02BA04,D01AE12,,
1485075,salicylic acid 20 MG/ML Medicated Liquid Soap [Skin TX Medicated Acne Wash],SBD,D01AE12|N02BA04,D01AE12,,
1489374,hydrocortisone acetate 5 MG/ML Topical Spray,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1537194,benzethonium chloride 0.5 MG/ML / diphenhydramine hydrochloride 5 MG/ML / hydrocortisone 0.5 MG/ML Topical Spray,SCD,R02AA09,D04AA32|D07AA02|D08AJ08,,
1537336,chlorhexidine gluconate 10 MG/ML / ketoconazole 2.5 MG/ML Topical Spray,SCD,A01AB03|D01AC08|D08AC02|J02AB02|R02AA05,D01AC08|D08AC02,,
1544558,neomycin sulfate 0.005 MG/MG Topical Ointment [Vitacilina],SBD,A07AA01|D06AX04|S01AA03,D06AX04,,
1552573,betamethasone 0.001 MG/MG / clotrimazole 0.01 MG/MG / gentamicin 0.003 MG/MG Otic Ointment [Malotic],SBD,D01AC01|D06AX07|D07AC01|H02AB01|S01BA06|S03AA06|S03BA03,S03CA06,,
1599785,phenylephrine hydrochloride 2.5 MG/ML / witch hazel 500 MG/ML Rectal Spray,SCD,R01AA04|S01FB01|S01XA20,C05AX06,,
1370750,hydrocortisone valerate 0.002 MG/MG Topical Ointment,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1426861,betamethasone 0.284 MG/ML / gentamicin 0.57 MG/ML Topical Spray [GentaVed],SBD,D06AX07|D07AC01|H02AB01|S01BA06|S03AA06|S03BA03,D07CC01,,
1811916,aspirin 325 MG / omeprazole 40 MG Delayed Release Oral Tablet [Yosprala],SBD,A02BC01,B01AC56,,
1860239,100 ML potassium chloride 0.2 MEQ/ML Injection,SCD,A12BA01|B05XA01,A12BA01,,
1250734,undecylenic acid 100 MG/ML Topical Cream [Vite20],SBD,D01AE04|D01AE20,D01AE04,,
1367429,naproxen sodium 220 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet,SCD,R01BA02,M01AE02|R01BA02,,
1374392,dexamethasone acetate 16 MG/ML Injectable Suspension [Dalalone],SBD,H02AB02|S01BA01,H02AB02,,
1422172,lidocaine 40 MG/ML Topical Cream [Lidocream],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
197735,gentamicin 1 MG/ML Topical Cream,SCD,D06AX07|S03AA06,D06AX07,,
198098,guaifenesin 200 MG / phenylephrine hydrochloride 5 MG / phenylpropanolamine hydrochloride 45 MG Oral Capsule,SCD,R01BA01|R05CA03,R01BA01|R01BA03|R05CA03,,
1543172,salicylic acid 0.02 MG/MG Topical Gel [Broda Acne Spa],SBD,D01AE12|N02BA04,D01AE12,,
1940239,{1 (60 ML) (salicylic acid 5 MG/ML Medicated Liquid Soap) / 1 (15 ML) (salicylic acid 5 MG/ML Topical Cream) } Pack,GPCK,D01AE12|N02BA04,D01AE12,,
1309063,hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,SCD,R05DA03,R01BA03|R05DA03,,
1363826,phenylephrine tannate 1.5 MG/ML Oral Suspension [Nasop Suspension],SBD,R01AA04|S01FB01|S01XA20,R01BA03,,
1534788,chlorhexidine gluconate 30 MG/ML Medicated Pad,SCD,A01AB03|D08AC02|R02AA05,D09AA12,,
1923410,folic acid 0.25 MG / Lacticaseibacillus casei KE-99 15 MG Oral Powder,SCD,B03BB01,A07FA51,,
1247576,fluorescein sodium 2.5 MG/ML / proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Flucaine],SBD,S01HA04|S01JA01,S01JA01,,
1298953,14 ML pertuzumab 30 MG/ML Injection [Perjeta],SBD,L01XC13,L01FD02,,
1364100,chloroxylenol 2 MG/ML / triclosan 2 MG/ML Medicated Liquid Soap,SCD,D08AE05,D08AE04|D08AE05,,
1648122,zinc acetate 1 MG/ML Topical Spray [Derma Gran Spray],SBD,A16AX05,D02AB,,
1599816,capsaicin 0.0005 MG/MG / menthol 0.04 MG/MG Medicated Patch,SCD,N01BX04,M02AB01,,
1485220,dimethicone 30 MG/ML Topical Lotion [Aloe Vesta Daily Moisturizer],SBD,P03AX05,D02AA,,
1602161,dimethicone 50 MG/ML Topical Lotion,SCD,P03AX05,D02AA,,
1432514,zinc oxide 300 MG/ML Topical Cream [Baby Butz Diaper Rash],SBD,C05AX04,D02AB,,
1440191,dimethicone 110 MG/ML Topical Lotion [Dove DermaSeries],SBD,P03AX05,D02AA,IMPROVED,D02AA
644287,lidocaine 70 MG / tetracaine 70 MG Medicated Patch,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
744790,benzocaine 50 MG/ML / glycerin 330 MG/ML Mucosal Spray,SCD,A06AX01|C05AD03|D04AB04|R02AD01,R02AD01,,
727995,50 ML sodium bicarbonate 75 MG/ML Prefilled Syringe,SCD,B05CB04|B05XA02,B05XA02,,
645651,tretinoin 0.00025 MG/MG Topical Gel [Tretin X],SBD,D10AD01|L01XX14,D10AD01,,
702022,ferrous fumarate 45.5 MG/ML / folic acid 0.8 MG/ML Oral Solution,SCD,B03BB01,B03AA02|B03BB01,,
310474,100 ML gentamicin 0.9 MG/ML Injection,SCD,D06AX07|S03AA06,J01GB03,,
884198,chlorthalidone 15 MG / clonidine hydrochloride 0.2 MG Oral Tablet,SCD,C03BA04,C02LC01,,
900500,hydrocortisone 5 MG/ML Topical Lotion [Excel Pet],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
308857,"calamine 10 MG/ML / resorcinol 20 MG/ML / sulfur, colloidal 50 MG/ML Topical Cream",SCD,D10AX02|S01AX06,D10AX02,,
312139,oxiconazole 10 MG/ML Topical Cream,SCD,D01AC11|G01AF17,D01AC11,,
1087238,ascorbic acid 120 MG / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 90 MG / vitamin B12 0.012 MG Oral Tablet [Ferraplus],SBD,A11GA01|B03BA01|B03BB01,B03AE01,,
801636,alanine 17.6 MG/ML / arginine 8.8 MG/ML / glycine 17.6 MG/ML / histidine 3.72 MG/ML / isoleucine 4.06 MG/ML / leucine 5.26 MG/ML / lysine 4.92 MG/ML / magnesium chloride 0.02 MEQ/ML / methionine 4.92 MG/ML / phenylalanine 5.26 MG/ML / sodium acetate 0.07 MEQ/ML / sodium chloride 0.02 MEQ/ML / threonine 3.56 MG/ML / tryptophan 1.52 MG/ML / tyrosine 0.34 MG/ML / valine 3.9 MG/ML Injectable Solution [Travasol 8.5 Electrolytes],SBD,B05CX03|B05XA08|B05XB03|N06AX02|V03AB26,B05BA01,,
686538,glucose 50 MG/ML / sodium chloride 0.0188 MEQ/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,B05BA03,,
309350,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML Topical Lotion,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02|D08AH30,,
2056670,{2 (1 ML erenumab-aooe 70 MG/ML Auto-Injector [Aimovig]) } Pack [Aimovig Autoinjector (140 MG Dose)],BPCK,N02CX07,N02CD01,,
206526,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Suspension [Otocort Sterile Suspension],SBD,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,S02CA03,,
802049,"diphtheria toxoid vaccine, inactivated 13.2 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD,J07AF01|J07AM01|J07AM51|J07CA02,J07AM51,,
806384,"calcium chloride 0.002 MEQ/ML / glucose 0.92 MG/ML / glutathione 0.184 MG/ML / magnesium chloride 0.002 MEQ/ML / potassium chloride 0.005 MEQ/ML / sodium bicarbonate 0.025 MEQ/ML / sodium chloride 0.133 MEQ/ML / sodium phosphate, dibasic 0.42 MG/ML Ophthalmic Solution",SCD,V03AB32,S01XA20,,
308494,bacitracin 0.4 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Ophthalmic Ointment,SCD,A07AA01|D06AX04|S01AA03,S01AA30,,
312882,salicylic acid 0.02 MG/MG Medicated Bar Soap,SCD,D01AE12|N02BA04,D01AE12,,
618285,12 HR guaifenesin 800 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
636830,carbetapentane citrate 4 MG/ML / phenylephrine hydrochloride 2 MG/ML / potassium guaiacolsulfonate 20 MG/ML Oral Solution,SCD,R05CA09|R05DB05,R01BA03|R05CA09|R05DB05,,
692836,acetaminophen 325 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,SCD,N02BE01|N06BC01,N02BE01,,
702662,tetracaine 3 MG/ML Injectable Solution [Pontocaine],SBD,C05AD02|D04AB06|N01BA03|S01HA03,N01BA03,,
701984,mineral oil 0.425 MG/MG / petrolatum 0.568 MG/MG Ophthalmic Ointment,SCD,A06AA01,S01XA20,,
758487,{7 (lansoprazole 15 MG Delayed Release Oral Capsule [Prevacid]) / 14 (naproxen 375 MG Oral Tablet [Naprosyn]) } Pack [Prevacid NapraPac 375],BPCK,A02BC03,A02BC03|M01AE02,,
763484,benzocaine 200 MG/ML / menthol 5 MG/ML Topical Spray [Dermoplast Pain],SBD,C05AD03|D04AB04|R02AD01,D04AB04,,
979415,metaproterenol sulfate 15 MG/ML Inhalation Solution,SCD,R03CB03,R03AB03,,
310230,ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG Oral Tablet,SCD,G03AC03|G03CA01,G03AA07,,
1088926,ubidecarenone 20 MG/ML / vitamin E 0.2 UNT/ML Oral Solution,SCD,A11HA03|C01EB09,C01EB09,,
313786,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML Otic Solution,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|G01AD02|H02AB09|S01BA02|S02AA10,S02CA03,,
315048,codeine 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine 1 MG/ML Oral Solution,SCD,R05CA03|R05DA04,R05FA02,,
830638,"alanine 9 MG/ML / arginine 6.9 MG/ML / glycine 9 MG/ML / histidine 2.1 MG/ML / isoleucine 5.1 MG/ML / leucine 6.6 MG/ML / lysine 5.1 MG/ML / methionine 2.8 MG/ML / phenylalanine 3.1 MG/ML / proline 6.1 MG/ML / serine 3 MG/ML / threonine 3.7 MG/ML / tryptophan 1.2 MG/ML / tyrosine 0.44 MG/ML / valine 5.6 MG/ML Injectable Solution [Aminosyn 7%, Sulfite-Free]",SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
903316,levothyroxine sodium 0.025 MG / liothyronine sodium 0.00625 MG Oral Tablet [Thyrolar],SBD,H03AA01|H03AA02,H03AA02,,
884196,chlorthalidone 15 MG / clonidine hydrochloride 0.1 MG Oral Tablet [Clorpres],SBD,C03BA04,C02LC01,,
91348,hydrogen peroxide 300 MG/ML Topical Solution,SCD,A01AB02|D08AX01,D08AX01,,
309785,1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML Injection,SCD,B05BA03|V06DC01,B05BB02,,
377010,fructose / glucose / phosphoric acid Oral Solution,SCDF,V06DC02,A16AX,,
808357,benzocaine 200 MG/ML Mucosal Spray [Hurricaine],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
809555,calcium carbonate 625 MG / cholecalciferol 125 UNT Oral Tablet,SCD,A11CC05,A12AX,,
310466,gentamicin 0.003 MG/MG Ophthalmic Ointment,SCD,D06AX07|S03AA06,S01AA11,,
750244,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day],BPCK,G03CA01,G03AA06,IMPROVED,G03AA06
727820,10 ML sodium chloride 9 MG/ML Prefilled Syringe,SCD,B05BB01|B05CB01,B05XA03,IMPROVED,B05XA03
309336,50 ML clindamycin 18 MG/ML Injection,SCD,D10AF01|J01FF01,J01FF01,,
312879,salicylic acid 122 MG/ML Topical Solution,SCD,D01AE12|N02BA04,D01AE12,,
340276,tetracaine 0.005 MG/MG Ophthalmic Ointment,SCD,C05AD02|D04AB06|N01BA03|S01HA03,S01HA03,,
706461,clindamycin 150 MG/ML Injectable Solution [Cleocin],SBD,D10AF01|J01FF01,J01FF01,,
754766,metronidazole 0.0075 MG/MG Vaginal Gel [MetroGel],SBD,D06BX01,G01AF01,,
746083,mineral oil 0.15 MG/MG / petrolatum 0.83 MG/MG Ophthalmic Ointment,SCD,A06AA01,S01XA20,,
750254,{21 (ethinyl estradiol 0.05 MG / ethynodiol diacetate 1 MG Oral Tablet) } Pack [Demulen 1/50 21 Day],BPCK,G03DC06,G03AA01,,
1088885,tocopherol acetate 118.3 UNT/ML / vitamin A palmitate 3381.4 UNT/ML Topical Cream [Lazer Creme],SBD,A11CA01|A11HA03,D10AD02,,
206514,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution [Ear-Eze],SBD,A01AC03|A07AA01|A07EA02|D06AX04|D07AA02|D07AB02|D07AB11|H02AB09|S01AA03|S01BA02,S02CA03,,
2045196,{21 (drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Zumandimine 28 Day],BPCK,G03AA12|G03AC10,G03AA12,,
403855,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,C03AA03,C09DA08,,
798115,erythromycin 20 MG/ML Medicated Pad [Emcin Clear],SBD,J01FA01,D10AF02,,
199012,hydrogen peroxide 0.015 MG/MG Oral Gel,SCD,A01AB02|D08AX01,A01AB02,,
313144,sulfisoxazole 40 MG/ML Ophthalmic Solution,SCD,J01EB05|S01AB02,S01AB02,,
349351,desonide 0.5 MG/ML Topical Cream,SCD,D07AB08|S01BA11,D07AB08,,
359937,12 HR guaifenesin 600 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
800294,alanine 7.7 MG/ML / arginine 6 MG/ML / cysteine 0.2 MG/ML / glycine 9 MG/ML / histidine 2.4 MG/ML / isoleucine 9 MG/ML / leucine 11 MG/ML / lysine 6.1 MG/ML / methionine 1 MG/ML / phenylalanine 1 MG/ML / phosphoric acid 1 MG/ML / proline 8 MG/ML / serine 5 MG/ML / threonine 4.5 MG/ML / tryptophan 0.66 MG/ML / valine 8.4 MG/ML Injectable Solution,SCD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,IMPROVED,B05BA01
806674,sodium chloride 0.0513 MEQ/ML / sodium sulfite 0.125 MG/ML / sodium thiosulfate 100 MG/ML Injectable Solution,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03|V03AB06,V03AB06,,
853460,magnesium chloride 0.00279 MEQ/ML / sodium bicarbonate 0.104 MEQ/ML / sodium chloride 0.479 MEQ/ML Injectable Solution [Normocarb HF 25],SBD,A12CA01|A12CC01|B05BB01|B05CB01|B05XA03|S01XA03,B05BB01,,
800862,alanine 4 MG/ML / arginine 5.8 MG/ML / cysteine 0.2 MG/ML / glycine 3.3 MG/ML / histidine 1.6 MG/ML / isoleucine 7.6 MG/ML / leucine 13.7 MG/ML / lysine 5.8 MG/ML / methionine 2.5 MG/ML / phenylalanine 3.2 MG/ML / proline 6.3 MG/ML / serine 3.3 MG/ML / threonine 2 MG/ML / tryptophan 0.9 MG/ML / valine 8.8 MG/ML Injectable Solution [FreAmine 6.9],SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
857586,brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Canges HC],SBD,R05DA03|R06AB01,R01BA03|R05DA03|R06AB01,,
208559,dexamethasone 0.1 MG/ML Topical Spray [Aeroseb-Dex],SBD,H02AB02|S01BA01,D07AB19,,
213088,lamivudine 150 MG / zidovudine 300 MG Oral Tablet [Combivir],SBD,J05AF01|J05AF05|J05AR01,J05AR01,,
1091828,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Emoquette],BPCK,G03AA09|G03AC09,G03AA09,,
1099159,benzalkonium chloride 5 MG/ML Medicated Pad,SCD,D08AJ01|D08AJ08|R02AA16,D09AA11,,
1099400,pseudoephedrine hydrochloride 6 MG/ML / triprolidine hydrochloride 0.25 MG/ML Oral Solution [Actifed],SBD,R01BA02|R01BA52|R06AX07,R01BA52,,
1112810,calcium carbonate 250 MG / magnesium oxide 155 MG Oral Tablet,SCD,A02AA02|A02AA04|A12AA04,A02AD01,,
1113693,benzalkonium chloride 1.25 MG/ML Medicated Liquid Soap,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1116365,sodium chloride 0.002 MG/MG Nasal Gel [Rhinaris],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,,,
1119573,ascorbic acid 30 MG / cholecalciferol 1000 UNT / cuprous oxide 2 MG / folic acid 1 MG / magnesium oxide 20 MG / niacin 15 MG / polysaccharide iron complex 29 MG / potassium iodide 0.15 MG / pyridoxine hydrochloride 2.5 MG / riboflavin 1.8 MG / thiamine mononitrate 1.6 MG / vitamin A 1100 UNT / vitamin B12 0.012 MG / vitamin E 20 UNT / zinc oxide 25 MG Oral Capsule [Vitafol-One],SBD,A11CA01|A11CC05|A11DA01|A11GA01|A11HA02|A11HA03|A11HA04|B03BA01|B03BB01,A11AA03,,
2109530,sodium chloride 70 MG/ML Inhalation Solution [PulmoSal],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,,,
476549,calcium carbonate 675 MG / magnesium hydroxide 135 MG Chewable Tablet,SCD,A02AA04|A12AA04,A02AD01,,
477031,salicylic acid 60 MG/ML Topical Cream,SCD,D01AE12|N02BA04,D02AF,,
615107,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,B05BB02,,
858798,hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet,SCD,R05DA03,N02AJ23,,
858967,guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML Oral Solution,SCD,R05CA09|R05DA03,R05FA02,,
859234,chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution [Relacon-HC],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1000131,medroxyprogesterone acetate 400 MG/ML Injectable Suspension,SCD,G03DA02|L02AB02,L02AB02,,
1006791,dexamethasone 4 MG/ML Injectable Suspension,SCD,H02AB02|S01BA01,H02AB02,,
1012015,prednisolone acetate 2 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension,SCD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01CB02,,
1012583,lidocaine hydrochloride 0.02 MG/MG Topical Gel [Anestacon],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1013089,lidocaine hydrochloride 20 MG/ML Injectable Solution [Dilocaine],SBD,D04AB01|N01BB02|R02AD02,N01BB02,,
1038834,benzalkonium chloride 1 MG/ML Topical Foam [DigiSan E Foam],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1044412,zinc oxide 0.018 MG/MG Topical Ointment,SCD,C05AX04,D02AB,,
1086613,mineral oil 0.15 MG/MG / petrolatum 0.83 MG/MG Ophthalmic Ointment [Lubrifresh P.M.],SBD,A06AA01,S01XA20,IMPROVED,S01XA20
259287,cholecalciferol 135 UNT / vitamin A 0.375 MG Oral Capsule,SCD,A11CA01,A11CB,IMPROVED,A11CB
1098584,salicylic acid 0.4 MG/MG Medicated Patch [Mediplast],SBD,D01AE12|N02BA04,D11AF,,
1189036,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Cream [Clenia],SBD,D10AB02,D10AB02|D10AF06,,
858866,carbinoxamine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1.2 MG/ML Oral Solution [Donatussin MAX],SBD,R05DA03|R06AA08,R01BA03|R05DA03|R06AA08,IMPROVED,R01BA03|R05DA03|R06AA08
1038824,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,SCD,N02BE01|R06AB04,N02BE01|R01BA03|R06AB04,,
1046562,pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Metahistine D],SBD,R01BA01,R01BA01|R06AB05|R06AC01,,
1046918,atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Usept],SBD,A03BA03|G04BX12|J01XX05,G04BX12,,
1052647,acetaminophen 325 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule,SCD,N02BE01|R06AA09,R01BA03,,
252591,tetracaine 2 MG/ML Injectable Solution,SCD,C05AD02|D04AB06|N01BA03|S01HA03,N01BA03,,
260384,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML Ophthalmic Solution [AK-Neo-Dex],SBD,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,S01CA01,,
282746,calcium carbonate 250 MG / magnesium oxide 125 MG Oral Capsule,SCD,A02AA02|A02AA04|A12AA04,A02AD01,IMPROVED,A02AD01
857824,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Rindal-HD],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1012000,prednisolone acetate 0.005 MG/MG / sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment,SCD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01CB02,,
283077,prednisolone 3 MG/ML Oral Solution,SCD,A07EA01|H02AB06|S01BA04|S03BA02,H02AB06,,
1113536,{1 (50 ML) (salicylic acid 15 MG/ML Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 18 MG/ML Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],BPCK,D01AE12|N02BA04,D01AE12,,
1038741,benzalkonium chloride 1.2 MG/ML Medicated Pad,SCD,D08AJ01|D08AJ08|R02AA16,D09AA11,IMPROVED,D09AA11
829757,100 ML magnesium sulfate 10 MG/ML Injection,SCD,A06AD04|B05XA05,B05XA05,,
851210,{60 (caffeine 65 MG / riboflavin 6.25 MG / thiamine 25 MG / vitamin B12 0.125 MG / vitamin B6 25 MG Oral Capsule) / 60 (ibuprofen 400 MG Oral Tablet) } Pack [IC 400 Kit],BPCK,A11DA01|A11HA04|B03BA01|M01AE01|M01AE14|N06BC01,A11DA01|A11HA04|B03BA01|M01AE01|N06BC01,IMPROVED,M01AE01|A11DA01|A11HA04|B03BA01|N06BC01
857430,clemastine fumarate 0.134 MG/ML Oral Solution,SCD,D04AA14|R06AA04,R06AA04,,
856467,{7 (ethinyl estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day],BPCK,G03CA01,G03AA11,IMPROVED,G03AA11
208451,polymyxin B 10000 UNT/ML / trimethoprim 1 MG/ML Ophthalmic Solution [Polytrim],SBD,J01EA01,S01AA18|S03AA03,,
1091403,salicylic acid 18 MG/ML Medicated Shampoo [Everclean],SBD,D01AE12|N02BA04,D11AC,,
