rxcui,drug_name,tty,production,prev_final,new_final,fix_source,confidence,changed_this_pass
603139,acetaminophen 500 MG Disintegrating Oral Tablet,SCD,N02BE01,N02BE01,N02BE01,unchanged,n/a,no
602697,guaifenesin 400 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,R01BA02|R05CA03,R01BA02|R05CA03,R01BA02|R05CA03,unchanged,n/a,no
608793,naproxen 375 MG Delayed Release Oral Tablet [Naprosyn],SBD,M01AE02,M01AE02,M01AE02,unchanged,n/a,no
858103,fentanyl 0.8 MG Buccal Film [Onsolis],SBD,N02AB03,N02AB03,N02AB03,unchanged,n/a,no
1000496,"{28 (estrogens, conjugated (USP) 0.45 MG / medroxyprogesterone acetate 1.5 MG Oral Tablet) } Pack",GPCK,G03CA57,G03FA12,G03FA12,llm-KEEP_CURRENT,HIGH,no
1010051,estradiol cypionate 2 MG/ML / testosterone cypionate 50 MG/ML Injectable Solution [Depo-Testadiol],SBD,G03BA03|G03CA03,G03BA03|G03CA03,G03BA03|G03CA03,unchanged,n/a,no
1012006,prednisolone acetate 0.005 MG/MG / sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment [Predsulfair],SBD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01AB04|S01BA04|S01CB02|S03BA02,S01CA02,llm-OTHER,HIGH,YES
1012423,20 ML bupivacaine hydrochloride 5 MG/ML Prefilled Syringe,SCD,N01BB01,N01BB01,N01BB01,unchanged,n/a,no
1012781,carbinoxamine maleate 0.8 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution [Maldec],SBD,R01BA02|R06AA08,R01BA02|R06AA08,R01BA02|R06AA08,unchanged,n/a,no
1037236,benzoic acid 9 MG / hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Hyophen],SBD,A03BA03|G04BX12|J01XX05,J01XX05,J01XX05,atcprod-confirmed,HIGH,no
1038855,benzalkonium chloride 1 MG/ML Topical Foam [Keystone],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01,D08AJ01,atcprod-confirmed,HIGH,no
1041530,100 ML acetaminophen 10 MG/ML Injection [Ofirmev],SBD,N02BE01,N02BE01,N02BE01,unchanged,n/a,no
1042645,dimethicone 30 MG/ML / petrolatum 300 MG/ML Topical Cream,SCD,P03AX05,D02AA,D02AA,llm-KEEP_CURRENT,HIGH,no
1044949,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,SCD,R05CA03|R05DA09,R05CA03|R05DA09,R05CA03|R05DA09,unchanged,n/a,no
104699,diazepam 2 MG Oral Tablet [Valium],SBD,N05BA01,N05BA01,N05BA01,unchanged,n/a,no
1049267,acetaminophen 400 MG / oxycodone hydrochloride 7.5 MG Oral Tablet,SCD,N02AJ17,N02AJ17,N02AJ17,unchanged,n/a,no
1053278,salicylic acid 20 MG/ML Medicated Liquid Soap [Clearskin Blemish],SBD,D01AE12|N02BA04,D01AE12,D01AE12,llm-KEEP_CURRENT,MED,no
1053663,fentanyl 0.6 MG Sublingual Tablet [Abstral],SBD,N02AB03,N02AB03,N02AB03,unchanged,n/a,no
308049,alprazolam 0.1 MG/ML Oral Solution,SCD,N05BA12,N05BA12,N05BA12,unchanged,n/a,no
1657698,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX],SBD,J07BB01|J07BB02|J07BC01,J07BB01|J07BB02|J07BC01,J07BB01|J07BB02|J07BC01,unchanged,n/a,no
1662286,300 ML linezolid 2 MG/ML Injection [Zyvox],SBD,J01XX08,J01XX08,J01XX08,unchanged,n/a,no
1666621,baclofen 2 MG/ML Injection [Lioresal],SBD,M03BX01,M03BX01,M03BX01,unchanged,n/a,no
1666879,ethanol 0.75 ML/ML / isopropyl alcohol 0.04 ML/ML Topical Gel,SCD,D08AX05,D08AX05,D08AX05,unchanged,n/a,no
1673949,chloramphenicol 250 MG Oral Tablet [Viceton],SBD,J01BA01|S01AA01|S02AA01,J01BA01,J01BA01,llm-KEEP_CURRENT,MED,no
1720272,0.7 ML asfotase alfa 40 MG/ML Injection [Strensiq],SBD,A16AB13,A16AB13,A16AB13,unchanged,n/a,no
1733864,capsaicin 1 MG/ML / lidocaine 40 MG/ML Topical Cream,SCD,D04AB01|N01BB02|N01BX04|R02AD02,M02AX,M02AX,llm-KEEP_CURRENT,HIGH,no
1736654,ethinyl estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet [Fyavolv],SBD,G03CA01|G03DC02,G03AA05,G03AA05,atcprod-confirmed,HIGH,no
213751,cefaclor 500 MG Oral Capsule [Ceclor Pulvules],SBD,J01DC04,J01DC04,J01DC04,unchanged,n/a,no
1098625,zinc acetate 1 MG/ML Topical Solution,SCD,A16AX05,D02AB,D02AB,llm-KEEP_CURRENT,HIGH,no
1191060,clobazam 5 MG Oral Tablet [Onfi],SBD,N05BA09,N05BA09,N05BA09,unchanged,n/a,no
544160,thioridazine 100 MG/ML Oral Suspension [Mellaril-S],SBD,N05AC02,N05AC02,N05AC02,unchanged,n/a,no
1001004,pilocarpine hydrochloride 7.5 MG Oral Tablet,SCD,N07AX01|S01EB01,N07AX01,N07AX01,atcprod-confirmed,HIGH,no
1014256,phenylephrine hydrochloride 10 MG / pyrilamine maleate 25 MG Oral Tablet [Poly Hist Forte Reformulated Oct 2010],SBD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,R01BA53,llm-OTHER,MED,YES
102785,lincomycin 500 MG Oral Capsule [Lincocin],SBD,J01FF02,J01FF02,J01FF02,unchanged,n/a,no
1048290,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Alkabel],SBD,A03BA03|N03AA02,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,llm-KEEP_CURRENT,MED,no
108286,didanosine 25 MG Chewable Tablet [Videx],SBD,J05AF02,J05AF02,J05AF02,unchanged,n/a,no
1086326,triamcinolone diacetate 0.4 MG/ML Oral Solution,SCD,A01AC01|H02AB08|R01AD11,A01AC01|C05AA12|H02AB08|R03BA06,H02AB08,llm-OTHER,HIGH,YES
242462,cilostazol 50 MG Oral Tablet,SCD,B01AC23,B01AC23,B01AC23,unchanged,n/a,no
1043142,zinc pyrithione 4.5 MG/ML Medicated Shampoo [Pert Plus Dandruff],SBD,D11AX12,D11AX12,D11AX12,unchanged,n/a,no
1048276,atropine sulfate 0.04 MG / chlorpheniramine maleate 8 MG / hyoscyamine sulfate 0.19 MG / pseudoephedrine hydrochloride 90 MG / scopolamine hydrobromide 0.01 MG Oral Tablet,SCD,A03BA03|R01BA02|R06AB04,A03BA01|A03BA03|A04AD01|N05CM05|R01BA02|R06AB04,A03BA01|A03BA03|A04AD01|N05CM05|R01BA02|R06AB04,llm-KEEP_CURRENT,MED,no
242680,abacavir 20 MG/ML Oral Solution,SCD,J05AF06,J05AF06,J05AF06,unchanged,n/a,no
434018,doxycycline hyclate 100 MG Delayed Release Oral Tablet,SCD,J01AA02,J01AA02,J01AA02,unchanged,n/a,no
483450,pregabalin 75 MG Oral Capsule,SCD,N02BF02|N03AX16,N02BF02,N02BF02,atcprod-confirmed,HIGH,no
485032,tiotropium 0.018 MG Inhalation Powder,SCD,R03BB04,R03BB04,R03BB04,unchanged,n/a,no
542865,12 HR Chlorpheniramine 12 MG / Phenylpropanolamine 75 MG Extended Release Oral Capsule,SCD,R01BA01|R06AB04,R01BA01|R06AB04,R01BA01|R06AB04,unchanged,n/a,no
581829,zinc oxide 0.116 MG/MG Topical Ointment,SCD,C05AX04,C05AX04,C05AX04,unchanged,n/a,no
603541,15 ML natalizumab 20 MG/ML Injection [Tysabri],SBD,L04AG03,L04AG03,L04AG03,unchanged,n/a,no
608139,atomoxetine 100 MG Oral Capsule,SCD,N06BA09,N06BA09,N06BA09,unchanged,n/a,no
1005713,pentaerythritol tetranitrate 10 MG Oral Tablet,SCD,C01DA05,A06AD14|C01DA05,A06AD14|C01DA05,llm-KEEP_CURRENT,MED,no
1006052,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Lotion [Prascion],SBD,D10AB02,D10AB02|D10AF06,D10AB02|D10AF06,llm-KEEP_CURRENT,MED,no
1010047,estradiol cypionate 2 MG/ML / testosterone cypionate 50 MG/ML Injectable Solution,SCD,G03BA03|G03CA03,G03BA03|G03CA03,G03BA03|G03CA03,unchanged,n/a,no
1037248,tolnaftate 0.01 MG/MG Powder Spray [Lamisil Defense],SBD,D01AE18,D01AE18,D01AE18,unchanged,n/a,no
1041518,azelaic acid 0.15 MG/MG Topical Gel,SCD,D10AX03,D10AX03,D10AX03,unchanged,n/a,no
1044444,pectin 2.8 MG Oral Lozenge [Luden's Drops],SBD,A07BC01,A07BC01,A07BC01,unchanged,n/a,no
1049406,Benzalkonium Chloride 500 MG/ML Topical Solution,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D08AJ08,D08AJ01,llm-OTHER,HIGH,YES
237778,vitamin B12 0.5 MG Extended Release Oral Tablet,SCD,B03BA01,B03BA01,B03BA01,unchanged,n/a,no
237780,intrinsic factor 0.5 MG / vitamin B12 110 MG Oral Capsule,SCD,B03BA01,B03BA01,B03BA01,unchanged,n/a,no
237836,activated charcoal 260 MG Oral Capsule,SCD,A07BA01,A07BA01,A07BA01,unchanged,n/a,no
245691,temafloxacin 400 MG Oral Tablet,SCD,J01MA05,J01MA05,J01MA05,unchanged,n/a,no
251267,clotrimazole 0.01 MG/MG Medicated Bar Soap,SCD,D01AC01,G01AF02,G01AF02,atcprod-confirmed,HIGH,no
259931,horse chestnut seed 300 MG Oral Capsule,SCD,C05CX03,C05CX03,C05CX03,unchanged,n/a,no
1658337,brexpiprazole 2 MG Oral Tablet [Rexulti],SBD,N05AX16,N05AX16,N05AX16,unchanged,n/a,no
1672919,30 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection,SCD,N01BB01,N01BB01,N01BB01,unchanged,n/a,no
404475,azathioprine 75 MG Oral Tablet [Azasan],SBD,L04AX01,L04AX01,L04AX01,unchanged,n/a,no
104884,metoclopramide 1 MG/ML Oral Solution,SCD,A03FA01,A03FA01,A03FA01,unchanged,n/a,no
1049295,benzalkonium chloride 2.4 MG/ML Topical Foam,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D09AA11,D08AJ01,llm-OTHER,MED,YES
1085746,triamcinolone acetonide 1 MG/ML Topical Lotion [Kenalog],SBD,A01AC01|H02AB08|R01AD11,C05AA12|D07AB09|D07XB02,D07AB09,llm-OTHER,HIGH,YES
1085734,triamcinolone acetonide 0.005 MG/MG Topical Ointment [Kenalog],SBD,A01AC01|H02AB08|R01AD11,C05AA12|D07AB09|D07XB02,D07AB09,llm-OTHER,HIGH,YES
1665095,cefepime 1000 MG Injection [Maxipime],SBD,J01DE01,J01DE01,J01DE01,unchanged,n/a,no
1721472,{1 (240 ML) (acetaminophen 33.3 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML Oral Solution) / 1 (240 ML) (acetaminophen 33.3 MG/ML Oral Solution) } Pack,GPCK,N02BE01,N02BE01,N02BE01,unchanged,n/a,no
1732011,1 ML morphine sulfate 8 MG/ML Injection,SCD,N02AA01,N02AA01,N02AA01,unchanged,n/a,no
1744009,emtricitabine 167 MG / tenofovir disoproxil fumarate 250 MG Oral Tablet,SCD,J05AF07|J05AF09,J05AR03,J05AR03,atcprod-confirmed,HIGH,no
1747717,zinc oxide 0.125 MG/MG Paste,SCD,C05AX04,C05AX04,C05AX04,unchanged,n/a,no
1049163,pseudoephedrine hydrochloride 6 MG/ML Oral Solution,SCD,R01BA02,R01BA02,R01BA02,unchanged,n/a,no
311429,magnesium oxide 250 MG Oral Tablet,SCD,A02AA02|A02AA04,A12CC10,A12CC10,atcprod-confirmed,HIGH,no
312392,phenylbutazone 100 MG Oral Tablet,SCD,M01AA01,M01AA01,M01AA01,unchanged,n/a,no
1088779,niacin 500 MG Extended Release Oral Tablet [Endur-Acin],SBD,C10AD02,C10AD02,C10AD02,unchanged,n/a,no
1991503,pramoxine hydrochloride 10 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Medicated Shampoo,SCD,C05AD07|D04AB07,C05AD07|D04AB07,C05AD07|D04AB07,unchanged,n/a,no
1991486,zinc pyrithione 9.5 MG/ML Medicated Shampoo [Happy Cappy],SBD,D11AX12,D11AX12,D11AX12,unchanged,n/a,no
2001102,doxorubicin hydrochloride 10 MG Injection [Adriamycin],SBD,L01DB01,L01DB01,L01DB01,unchanged,n/a,no
201737,ethosuximide 250 MG Oral Capsule [Zarontin],SBD,N03AD01,N03AD01,N03AD01,unchanged,n/a,no
312884,salicylic acid 0.02 MG/MG / sulfur 0.02 MG/MG Medicated Bar Soap,SCD,D10AB02,D10AB02,D10AB02,unchanged,n/a,no
313309,theophylline 225 MG Oral Tablet,SCD,R03DA04,R03DA04,R03DA04,unchanged,n/a,no
313489,trimethobenzamide 100 MG Rectal Suppository,SCD,R06AA10,R06AA10,R06AA10,unchanged,n/a,no
313499,trimipramine 50 MG Oral Capsule,SCD,N06AA06,N06AA06,N06AA06,unchanged,n/a,no
314164,procyclidine 5 MG Oral Tablet,SCD,N04AA04,N04AA04,N04AA04,unchanged,n/a,no
807732,amylase 39000 UNT / lipase 12000 UNT / protease 39000 UNT Delayed Release Oral Capsule [Ultrase],SBD,A09AA01,A09AA01,A09AA01,unchanged,n/a,no
825180,aspirin 81 MG Chewable Tablet [Bayer Aspirin],SBD,B01AC06|N02BA01|N02BA51,B01AC06,B01AC06,atcprod-confirmed,HIGH,no
828557,acetaminophen 160 MG Chewable Tablet [Tylenol],SBD,N02BE01,N02BE01,N02BE01,unchanged,n/a,no
830867,12 HR diltiazem hydrochloride 60 MG Extended Release Oral Capsule [Cardizem],SBD,C08DB01,C05AE03|C08DB01,C05AE03|C08DB01,llm-KEEP_CURRENT,MED,no
206624,hydroquinone 0.04 MG/MG Topical Gel [Nuquin HP],SBD,D11AX11,D11AX11,D11AX11,unchanged,n/a,no
996574,memantine hydrochloride 5 MG Oral Tablet [Namenda],SBD,N06DX01,N06DX01,N06DX01,unchanged,n/a,no
835835,"cyclosporine, modified 100 MG Oral Capsule [Gengraf]",SBD,L04AD01,L04AD01,L04AD01,unchanged,n/a,no
848219,phenolphthalein 135 MG Oral Tablet [Ex-Lax],SBD,A06AB04,A06AB04,A06AB04,unchanged,n/a,no
855940,phenytoin sodium 30 MG Oral Capsule,SCD,N03AB02,N03AB02,N03AB02,unchanged,n/a,no
1099683,valproic acid 250 MG Oral Capsule [Depakene],SBD,N03AG01,N03AG01,N03AG01,unchanged,n/a,no
1188405,triclosan 1.2 MG/ML Medicated Liquid Soap,SCD,D08AE04,D08AE04|D09AA06,D08AE04|D09AA06,llm-KEEP_CURRENT,MED,no
207482,pergolide 0.25 MG Oral Tablet [Permax],SBD,N04BC02,N04BC02,N04BC02,unchanged,n/a,no
208012,tolbutamide 500 MG Oral Tablet [Orinase],SBD,A10BB03,A10BB03,A10BB03,unchanged,n/a,no
211975,"estrogens, conjugated (USP) 25 MG Injection [Premarin]",SBD,G03CA57,G03CA57,G03CA57,unchanged,n/a,no
2179763,trastuzumab-dkst 21 MG/ML Injectable Solution [Ogivri],SBD,L01XC03,L01FD01,L01FD01,atcprod-confirmed,HIGH,no
1146001,iodine 15 MG/ML Topical Solution [Webb Gold 1/10],SBD,D08AG03,D08AG03,D08AG03,unchanged,n/a,no
212331,cephalexin 50 MG/ML Oral Suspension [Keflex],SBD,J01DB01,J01DB01,J01DB01,unchanged,n/a,no
578459,entecavir 1 MG Oral Tablet [Baraclude],SBD,J05AF10,J05AF10,J05AF10,unchanged,n/a,no
603122,lanthanum carbonate 750 MG Chewable Tablet [Fosrenol],SBD,V03AE03,V03AE03,V03AE03,unchanged,n/a,no
604515,hydrocortisone 0.01 MG/MG Topical Ointment [Cortaid],SBD,D07AA02,D07AA02,D07AA02,unchanged,n/a,no
858589,12 HR nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],SBD,C08CA04,C08CA04,C08CA04,unchanged,n/a,no
859843,fluphenazine hydrochloride 10 MG Oral Tablet [Prolixin],SBD,N05AB02,N05AB02,N05AB02,unchanged,n/a,no
105583,fluorouracil 50 MG/ML Topical Cream,SCD,L01BC02,L01BC02,L01BC02,unchanged,n/a,no
105929,piroxicam 10 MG Oral Capsule [Feldene],SBD,M01AC01,M01AC01,M01AC01,unchanged,n/a,no
1086251,triamcinolone diacetate 40 MG/ML Injectable Suspension [TDS Forte],SBD,A01AC01|H02AB08|R01AD11,A01AC01|C05AA12|H02AB08|R03BA06,H02AB08,llm-OTHER,HIGH,YES
261285,zaleplon 5 MG Oral Capsule [Sonata],SBD,N05CF03,N05CF03,N05CF03,unchanged,n/a,no
283597,calcium carbonate 350 MG / magnesium hydroxide 150 MG Chewable Tablet,SCD,A02AA04|A12AA04,A02AA04|A02AC01|A12AA04|G04BX01,A02AD01,llm-OTHER,HIGH,YES
284397,2 ML dexmedetomidine 0.1 MG/ML Injection [Precedex],SBD,N05CM18,N05CM18,N05CM18,unchanged,n/a,no
284550,ziprasidone 80 MG Oral Capsule [Geodon],SBD,N05AE04,N05AE04,N05AE04,unchanged,n/a,no
1656275,natalizumab 20 MG/ML Injection [Tysabri],SBD,L04AG03,L04AG03,L04AG03,unchanged,n/a,no
1659263,"1 ML heparin sodium, porcine 5000 UNT/ML Injection",SCD,B01AB01,B01AB01,B01AB01,unchanged,n/a,no
1666821,1 ML midazolam 5 MG/ML Cartridge,SCD,N05CD08,N05CD08,N05CD08,unchanged,n/a,no
1099693,valproic acid 500 MG Delayed Release Oral Capsule [Stavzor],SBD,N03AG01,N03AG01,N03AG01,unchanged,n/a,no
2176732,meclizine hydrochloride 25 MG Chewable Tablet [Dramamine Less Drowsy],SBD,R06AE05,R06AE05,R06AE05,unchanged,n/a,no
857340,bethanechol chloride 50 MG Oral Tablet,SCD,N07AB02,N07AB02,N07AB02,unchanged,n/a,no
1000713,sulfacetamide sodium 0.1 MG/MG Topical Gel,SCD,D10AB02,D10AF06,D10AF06,atcprod-confirmed,HIGH,no
1049584,12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet,SCD,N02AA05,N02AA05,N02AA05,unchanged,n/a,no
261118,2 ML denileukin diftitox 0.15 MG/ML Injection [Ontak],SBD,L01XX29,L01XX29,L01XX29,unchanged,n/a,no
261176,clotrimazole 0.01 MG/MG Topical Powder [Lotrimin],SBD,D01AC01,D01AC01,D01AC01,unchanged,n/a,no
1657712,10 ML panitumumab 20 MG/ML Injection [Vectibix],SBD,L01XC08,L01FE02,L01FE02,llm-KEEP_CURRENT,MED,no
1667780,fenbendazole 0.222 MG/MG Oral Granules [Panacur],SBD,P02CA06,P02CA06,P02CA06,unchanged,n/a,no
1730931,2 ML fenoldopam 10 MG/ML Injection [Corlopam],SBD,C01CA19,C01CA19,C01CA19,unchanged,n/a,no
1731532,isopropyl alcohol 0.7 ML/ML / povidone-iodine 100 MG/ML Medicated Pad,SCD,D08AX05,D08AG02|D08AX05|D09AA09|D11AC06,D08AG02|D08AX05|D09AA09|D11AC06,llm-KEEP_CURRENT,MED,no
1741271,2.5 ML iron sucrose 20 MG/ML Injection [Venofer],SBD,B03AB02,B03AC,B03AC,llm-KEEP_CURRENT,HIGH,no
1743938,10 ML dopamine hydrochloride 40 MG/ML Injection,SCD,C01CA04,C01CA04,C01CA04,unchanged,n/a,no
1744835,benzoyl peroxide 26 MG/ML Topical Cream,SCD,D10AE01,D10AE01,D10AE01,unchanged,n/a,no
1801694,phytosphingosine hydrochloride 0.1 MG/ML / salicylic acid 1.5 MG/ML Otic Solution [Oti-Soothe PS],SBD,D01AE12|N02BA04,D01AE12|N02BA04|N02BA12|S01BC08,D01AE12|N02BA04|N02BA12|S01BC08,llm-KEEP_CURRENT,MED,no
1807634,500 ML sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,B05XA03,atcprod-confirmed,HIGH,no
1726115,elotuzumab 300 MG Injection [Empliciti],SBD,L01XC23,L01FX08,L01FX08,atcprod-confirmed,HIGH,no
261319,progesterone 200 MG Oral Capsule [Prometrium],SBD,G03DA04,G03DA04,G03DA04,unchanged,n/a,no
284989,somatropin 10 MG/ML Injectable Solution,SCD,H01AC01,H01AC01,H01AC01,unchanged,n/a,no
1657781,50 ML ramucirumab 10 MG/ML Injection [Cyramza],SBD,L01XC21,L01FG02,L01FG02,atcprod-confirmed,HIGH,no
1719847,1 ML haloperidol decanoate 100 MG/ML Injection [Haldol],SBD,N05AD01,N05AD01,N05AD01,unchanged,n/a,no
1794559,cholecalciferol 0.01 MG/ML Oral Solution [D-Vi-Sol],SBD,A11CC05,A11CC05,A11CC05,unchanged,n/a,no
1797935,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],SBD,R01AD08,R01AD08,R01AD08,unchanged,n/a,no
1803009,triclosan 0.0016 MG/MG Medicated Bar Soap,SCD,D08AE04,D08AE04|D09AA06,D08AE04|D09AA06,llm-KEEP_CURRENT,MED,no
1809440,"50 ML immunoglobulin G, human 100 MG/ML Injection [Gammaked]",SBD,J06BA01,J06BA01,J06BA01,unchanged,n/a,no
1809520,"200 ML immunoglobulin G, human 100 MG/ML Injection [Privigen]",SBD,J06BA01,J06BA01,J06BA01,unchanged,n/a,no
1812279,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ayuna 28 Day Pack],BPCK,G03AA07,G03AA07,G03AA07,unchanged,n/a,no
1855091,capsaicin 0.025 MG/ML / menthol 100 MG/ML / methyl salicylate 280 MG/ML Topical Cream,SCD,N01BX04,M02AB01,M02AB01,llm-KEEP_CURRENT,MED,no
1863973,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,B05BB01,B05BB01,llm-KEEP_CURRENT,HIGH,no
1870691,1 ML ephedrine sulfate 50 MG/ML Injection [Corphedra],SBD,R01AA03|R03CA02,C01CA26|R03CA02,C01CA26|R03CA02,llm-KEEP_CURRENT,MED,no
1872479,19 ML olaratumab 10 MG/ML Injection [Lartruvo],SBD,L01XC27,L01FX10,L01FX10,llm-KEEP_CURRENT,MED,no
1919073,diphenhydramine hydrochloride 25 MG Oral Capsule [Dormin],SBD,D04AA32|R06AA02,R06AA02,R06AA02,atcprod-confirmed,HIGH,no
1926847,methylphenidate 17.3 MG Disintegrating Oral Tablet [Cotempla],SBD,N06BA04,N06BA04,N06BA04,unchanged,n/a,no
197438,captopril 50 MG / hydrochlorothiazide 15 MG Oral Tablet,SCD,C09BA01,C09BA01,C09BA01,unchanged,n/a,no
1237135,12 HR chlorpheniramine maleate 4 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Capsule [Dura-Tap PD],SBD,R01BA02|R06AB04,R01BA02|R06AB04,R01BA02|R06AB04,unchanged,n/a,no
1241829,acetaminophen 325 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 25 MG Oral Tablet,SCD,N02BE01,R01BA,R01BA03,atcprod-promote-L4toL5,HIGH,YES
1243480,acetic acid 0.009 MG/MG / oxyquinoline sulfate 0.00025 MG/MG Vaginal Gel [Fem pH],SBD,G01AD02|S02AA10,G01AC,G01AC30,atcprod-promote-L4toL5,HIGH,YES
1245725,dextromethorphan hydrobromide 3.13 MG/ML / pseudoephedrine hydrochloride 9.38 MG/ML Oral Solution [Dimetapp Decongestant and Cough],SBD,R01BA02|R05DA09,R01BA02|R05DA09,R01BA02|R05DA09,unchanged,n/a,no
1246241,zinc pyrithione 10 MG/ML Medicated Shampoo [Blade],SBD,D11AX12,D11AX12,D11AX12,unchanged,n/a,no
1246622,sodium hyaluronate 14 MG/ML Injectable Solution [Healon],SBD,M09AX01,S01KA01,S01KA01,llm-KEEP_CURRENT,HIGH,no
1246836,sodium hyaluronate 10 MG/ML Injectable Solution [HYALOVET],SBD,M09AX01,S01KA01,S01KA01,llm-KEEP_CURRENT,HIGH,no
1247408,labetalol hydrochloride 2 MG/ML Injectable Solution,SCD,C07AG01,C07AG01,C07AG01,unchanged,n/a,no
1248040,guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution,SCD,R01BA02|R05CA03|R05DA03,R01BA02|R05CA03|R05DA03,R01BA02|R05CA03|R05DA03,unchanged,n/a,no
1248224,docusate sodium 200 MG Oral Capsule,SCD,A06AA02,A06AA02,A06AA02,unchanged,n/a,no
1248207,docusate sodium 100 MG / ferrous fumarate 150 MG Oral Capsule,SCD,A06AA02|B03AA02,A06AA02|B03AA02,A06AA02|B03AA02,unchanged,n/a,no
1249738,Dextromethorphan Hydrobromide 1.33 MG/ML / Guaifenesin 13.33 MG/ML Oral Solution [Vicks Formula 44 Custom Care Chesty Cough],SBD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
1293872,ergotamine tartrate 2 MG Sublingual Tablet [Ergostat],SBD,N02CA02,N02CA02,N02CA02,unchanged,n/a,no
1294386,belladonna alkaloids 0.125 MG / caffeine 100 MG / ergotamine tartrate 1 MG / pentobarbital 30 MG Oral Tablet,SCD,N02CA02|N05CA01|N06BC01,N02CA02|N05CA01|N06BC01,N02CA02|N05CA01|N06BC01,unchanged,n/a,no
1294436,allantoin 5 MG/ML / benzalkonium chloride 1.3 MG/ML Topical Spray,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D09AA11,D08AJ01,llm-OTHER,MED,YES
1298128,flurazepam hydrochloride 30 MG Oral Capsule [Dalmane],SBD,N05CD01,N05CD01,N05CD01,unchanged,n/a,no
1299653,salicylic acid 30 MG/ML Medicated Shampoo [Selsun Blue Naturals],SBD,D01AE12|N02BA04,D11AC,D11AC,llm-KEEP_CURRENT,HIGH,no
1299766,isoproterenol hydrochloride 0.62 MG/ML Inhalation Solution,SCD,C01CA02|R03AB02|R03CB01,R03AB02|R03CB01,R03AB02,llm-OTHER,HIGH,YES
1300016,isotretinoin 40 MG Oral Capsule [Absorica],SBD,D10BA01,D10BA01,D10BA01,unchanged,n/a,no
1300890,20 ML baclofen 1 MG/ML Injection,SCD,M03BX01,M03BX01,M03BX01,unchanged,n/a,no
1305263,1.7 ML mepivacaine hydrochloride 30 MG/ML Cartridge,SCD,N01BB03,N01BB03,N01BB03,unchanged,n/a,no
1305766,brompheniramine tannate 1.6 MG/ML / dextromethorphan tannate 4 MG/ML / phenylephrine tannate 4 MG/ML Extended Release Suspension,SCD,R05DA09|R06AB01,R05DA09|R06AB01,R05DA09|R06AB01,unchanged,n/a,no
1305908,"4 ML fibrinogen, human 106 MG/ML / thrombin, human 6.5 UNT/ML Prefilled Syringe [Artiss]",SBD,B05XA07,B02BC30,B02BC30,llm-KEEP_CURRENT,HIGH,no
1307111,chlorpheniramine maleate 0.75 MG/ML / dextromethorphan hydrobromide 2.75 MG/ML / phenylephrine hydrochloride 1.75 MG/ML Oral Solution,SCD,R05DA09|R06AB04,R05DA09|R06AB04,R05DA09|R06AB04,unchanged,n/a,no
